Date,Hour,Param,COUNT Param
2010-08-11,15,18,2303
2010-08-11,15,19,647
2010-08-11,15,2,1928
2010-08-11,15,20,1563
2010-08-11,15,21,588
2010-08-11,15,22,1435
2010-08-11,15,23,954
2010-08-11,15,24,794
2010-08-11,15,25,2290
2010-08-11,15,26,1110
2010-08-11,15,27,2910
2010-08-11,15,28,189
2010-08-11,15,29,1103
2010-08-11,15,3,845
2010-08-11,15,30,1275
2010-08-11,15,31,3050
2010-08-11,15,32,447
2010-08-11,15,4,1513
2010-08-11,15,5,711
2010-08-11,15,6,353
2010-08-11,15,7,245
2010-08-11,15,8,766
2010-08-11,15,9,499
2010-08-11,16,1,1079
2010-08-11,16,10,1548
2010-08-11,16,11,4062
2010-08-11,16,12,1224
2010-08-11,16,13,1790
2010-08-11,16,14,833
2010-08-11,16,15,1260
2010-08-11,16,16,1253
2010-08-11,16,17,436
2010-08-11,16,18,2826
2010-08-11,16,19,763
2010-08-11,16,2,2375
2010-08-11,16,20,2030
2010-08-11,16,21,725
2010-08-11,16,22,1689
2010-08-11,16,23,1244
2010-08-11,16,24,946
2010-08-11,16,25,2764
2010-08-11,16,26,1439
2010-08-11,16,27,3603
2010-08-11,16,28,269
2010-08-11,16,29,1272
2010-08-11,16,3,983
2010-08-11,16,30,1602
2010-08-11,16,31,3801
2010-08-11,16,32,658
2010-08-11,16,4,1862
2010-08-11,16,5,874
2010-08-11,16,6,426
2010-08-11,16,7,272
2010-08-11,16,8,986
2010-08-11,16,9,683
2010-08-11,17,1,1281
2010-08-11,17,10,1726
2010-08-11,17,11,4362
2010-08-11,17,12,1411
2010-08-11,17,13,1929
2010-08-11,17,14,915
2010-08-11,17,15,1606
2010-08-11,17,16,1342
2010-08-11,17,17,418
2010-08-11,17,18,3128
2010-08-11,17,19,882
2010-08-11,17,2,2827
2010-08-11,17,20,2105
2010-08-11,17,21,808
2010-08-11,17,22,2022
2010-08-11,17,23,1453
2010-08-11,17,24,1069
2010-08-11,17,25,3034
2010-08-11,17,26,1572
2010-08-11,17,27,4157
2010-08-11,17,28,322
2010-08-11,17,29,1435
2010-08-11,17,3,1122
2010-08-11,17,30,1901
2010-08-11,17,31,4372
2010-08-11,17,32,695
2010-08-11,17,4,2231
2010-08-11,17,5,1007
2010-08-11,17,6,493
2010-08-11,17,7,365
2010-08-11,17,8,1037
2010-08-11,17,9,756
2010-08-11,18,1,1407
2010-08-11,18,10,1907
2010-08-11,18,11,4770
2010-08-11,18,12,1379
2010-08-11,18,13,2150
2010-08-11,18,14,984
2010-08-11,18,15,1746
2010-08-11,18,16,1574
2010-08-11,18,17,452
2010-08-11,18,18,3570
